id,state,female,lgbt,race,age,education,employed,hours_worked,watch_tucker,watch_maddow,therm_biden,therm_trump,therm_harris,therm_pence,therm_obama,therm_dem_party,therm_rep_party,therm_feminists,therm_liberals,therm_labor_unions,therm_big_business,therm_conservatives,therm_supreme_court,therm_congress,therm_police,therm_scientists,contributed_to_party,voted,voted_for_biden,voted_for_trump,vote_type
616,Ohio,0,0,Black,57,High school,1,40,0,0,85,15,75,0,100,70,15,60,60,50,50,50,10,50,60,85,0,1,NA,NA,Voted for third party
617,Minnesota,1,0,White,80,Bachelor's degree,0,0,0,0,60,0,40,15,30,50,50,60,60,40,40,40,NA,40,60,85,0,1,1,0,Voted for Biden
618,Ohio,1,0,White,66,Some college,1,30,0,0,15,100,0,85,15,0,70,15,10,15,70,90,60,30,85,40,0,1,0,1,Voted for Trump
619,California,1,0,Hispanic,43,Some college,1,50,0,0,30,100,40,70,50,20,100,40,30,50,50,85,70,50,100,100,0,1,0,1,Voted for Trump
620,Illinois,1,1,White,55,Some college,1,48,0,0,0,100,50,100,0,0,100,30,0,30,40,60,100,60,100,50,0,1,0,1,Voted for Trump
621,NA,0,0,White,64,Graduate degree,1,30,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,40,60,50,0,0,NA,NA,Did not vote
622,NA,0,0,White,80,Graduate degree,0,0,0,0,100,0,NA,60,85,85,30,60,85,70,40,60,85,70,85,100,0,1,1,0,Voted for Biden
623,Massachusetts,1,1,Native American,57,Some college,1,42,0,0,65,0,85,5,85,70,10,50,50,60,40,40,0,30,50,85,0,1,1,0,Voted for Biden
624,Georgia,1,0,Black,32,Some college,1,40,0,0,90,0,98,10,99,85,50,85,65,50,75,70,50,70,75,75,0,1,1,0,Voted for Biden
625,Missouri,0,0,White,53,High school,1,60,0,0,0,100,0,85,15,0,100,50,30,70,15,70,30,30,100,100,0,1,0,1,Voted for Trump
626,Ohio,1,0,White,68,Bachelor's degree,1,10,0,0,0,95,0,90,0,0,85,45,10,30,55,90,95,10,100,45,1,1,0,1,Voted for Trump
627,Florida,1,0,White,67,Bachelor's degree,1,50,0,0,70,25,70,35,85,50,40,60,50,40,30,50,70,50,70,70,0,1,1,0,Voted for Biden
628,Florida,1,0,White,26,Bachelor's degree,1,45,0,0,0,100,0,100,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
629,Delaware,1,0,Black,50,Less than high school,1,80,0,0,100,0,100,40,85,100,70,0,30,70,30,30,50,40,0,70,0,1,1,0,Voted for Biden
630,Nebraska,1,0,Native American,33,Some college,1,30,0,0,NA,0,70,50,100,50,50,50,50,50,65,50,50,50,50,60,0,0,NA,NA,Did not vote
631,Indiana,1,1,White,58,Bachelor's degree,1,40,0,0,40,60,30,70,100,30,70,70,60,85,70,60,85,70,85,70,0,1,0,1,Voted for Trump
632,Wisconsin,1,0,White,36,NA,1,30,0,0,70,0,70,30,100,70,30,100,100,75,0,30,50,50,75,100,0,1,1,0,Voted for Biden
633,Georgia,1,1,Black,46,High school,0,0,0,0,70,30,70,30,100,70,30,100,85,70,85,30,40,50,0,100,0,0,NA,NA,Did not vote
634,NA,1,0,Multiracial,30,High school,0,0,0,0,30,15,50,50,70,85,30,70,78,100,50,50,60,68,90,100,0,0,NA,NA,Did not vote
635,Maryland,0,0,White,78,Graduate degree,0,0,0,0,85,15,90,30,85,70,0,70,60,60,40,45,45,60,45,80,0,1,1,0,Voted for Biden
636,Ohio,1,0,Black,70,Less than high school,0,12,0,0,85,0,85,50,85,85,50,30,50,70,60,60,50,30,70,70,0,1,NA,NA,Voted for third party
637,Indiana,1,0,White,53,Some college,1,40,0,0,60,60,NA,50,40,50,60,60,40,50,40,60,60,60,60,60,0,1,0,1,Voted for Trump
638,Oregon,1,1,Multiracial,59,Graduate degree,1,50,0,0,85,0,100,0,100,85,15,90,80,70,40,30,75,55,90,90,1,1,1,0,Voted for Biden
639,New Jersey,0,0,White,39,Bachelor's degree,1,40,0,0,0,100,0,100,0,0,70,50,0,70,60,100,85,0,100,85,0,1,0,1,Voted for Trump
640,California,1,0,Multiracial,46,Some college,1,40,0,0,100,NA,70,1,100,80,30,70,55,75,3,5,5,45,25,100,0,1,1,0,Voted for Biden
641,NA,1,0,White,69,Less than high school,0,0,0,0,30,70,30,60,60,30,70,60,40,50,30,60,70,60,70,80,0,0,NA,NA,Did not vote
642,Florida,0,0,White,80,Bachelor's degree,0,0,0,0,50,60,30,50,60,40,40,40,40,70,60,40,70,40,50,85,0,1,0,1,Voted for Trump
643,Washington,1,0,White,31,Graduate degree,1,50,0,0,80,0,100,0,90,70,0,90,85,85,60,15,70,50,40,98,0,1,1,0,Voted for Biden
644,California,0,0,White,49,Graduate degree,1,35,0,0,10,95,0,95,0,0,80,0,0,5,50,90,50,10,85,50,0,1,0,1,Voted for Trump
645,Illinois,0,0,White,41,Some college,1,45,0,0,85,0,100,0,85,85,0,85,85,70,50,0,30,70,15,85,0,1,1,0,Voted for Biden
646,Mississippi,0,0,Black,58,Some college,0,0,0,0,70,15,70,15,85,85,15,6,5,2,2,7,3,5,4,2,0,1,1,0,Voted for Biden
647,Massachusetts,0,1,Hispanic,32,Graduate degree,1,45,0,0,50,0,85,0,70,15,0,70,85,60,50,30,30,50,40,85,0,1,1,0,Voted for Biden
648,Texas,0,0,Hispanic,22,Some college,1,40,0,0,70,0,70,0,90,85,10,100,90,100,50,60,80,80,30,100,0,1,1,0,Voted for Biden
649,North Carolina,0,0,White,59,Bachelor's degree,1,45,0,0,60,0,60,50,70,50,50,50,60,15,50,70,70,60,60,100,0,1,1,0,Voted for Biden
650,New York,0,0,White,29,Bachelor's degree,1,48,0,0,85,0,40,0,90,60,0,50,50,70,50,50,50,40,60,70,0,1,1,0,Voted for Biden
651,Washington,1,0,White,69,Some college,1,8,0,0,0,85,15,70,30,0,85,15,15,30,85,100,85,0,100,85,1,1,0,1,Voted for Trump
652,NA,0,0,White,39,Some college,0,1,0,0,0,55,0,50,10,10,60,15,40,0,0,70,40,0,15,50,0,0,NA,NA,Did not vote
653,Alabama,0,0,White,39,Some college,0,60,0,0,70,0,90,10,85,75,10,100,90,100,10,25,65,20,50,100,1,0,NA,NA,Did not vote
654,NA,1,0,White,64,High school,0,0,0,0,0,100,NA,NA,0,0,100,100,70,0,NA,50,80,90,100,40,0,0,NA,NA,Did not vote
655,Illinois,1,0,White,53,Graduate degree,1,45,0,0,100,NA,100,30,100,60,30,85,70,70,70,50,60,60,70,100,0,1,1,0,Voted for Biden
656,Louisiana,0,0,White,65,High school,1,30,0,0,0,NA,0,85,30,30,60,50,50,40,70,85,85,15,85,85,0,1,0,1,Voted for Trump
657,Iowa,0,0,Hispanic,36,High school,1,40,0,0,85,0,50,50,70,70,40,0,50,70,15,50,70,70,70,70,0,0,NA,NA,Did not vote
658,New York,1,0,White,76,Graduate degree,0,0,0,1,100,0,50,15,70,60,15,70,60,40,40,30,40,40,70,85,0,1,1,0,Voted for Biden
659,Kentucky,1,0,Black,59,Bachelor's degree,1,60,0,0,100,0,100,0,100,100,0,100,100,100,0,0,40,50,60,100,0,1,1,0,Voted for Biden
660,California,0,0,Asian,51,Graduate degree,0,0,1,0,0,100,0,100,0,15,85,0,0,40,60,85,85,60,100,60,0,1,0,1,Voted for Trump
661,Ohio,0,0,Multiracial,49,Some college,1,55,0,0,40,70,30,30,85,40,70,40,55,55,70,40,80,75,98,100,1,1,0,1,Voted for Trump
662,North Carolina,0,1,White,29,Bachelor's degree,1,40,0,0,85,15,90,0,100,70,10,90,90,75,40,25,75,40,70,100,0,1,1,0,Voted for Biden
663,Illinois,0,0,Asian,29,Bachelor's degree,1,40,0,0,50,0,60,0,75,60,NA,40,50,50,50,50,50,50,50,75,0,1,1,0,Voted for Biden
664,Texas,0,0,Hispanic,47,Some college,1,45,0,0,30,60,0,50,60,40,40,45,45,70,55,55,70,40,70,70,0,1,0,1,Voted for Trump
665,New Mexico,1,0,White,64,Graduate degree,0,0,0,0,90,0,90,0,90,80,0,100,100,60,50,0,40,100,70,100,0,1,1,0,Voted for Biden
666,Mississippi,0,0,Native American,66,Some college,0,0,0,1,100,0,100,0,100,100,0,85,100,100,50,0,40,70,30,100,0,1,1,0,Voted for Biden
667,Colorado,1,0,White,35,Some college,0,15,0,0,85,0,85,0,100,70,0,85,85,60,40,15,60,70,70,100,0,1,1,0,Voted for Biden
668,Texas,0,0,White,80,High school,1,26,0,0,40,90,0,85,15,10,90,40,0,15,60,100,60,40,100,60,0,1,0,1,Voted for Trump
669,Wisconsin,0,0,White,59,High school,1,50,0,0,15,85,0,85,15,40,60,60,45,60,85,75,85,40,100,80,0,1,NA,NA,Voted for third party
670,Indiana,1,0,White,74,Bachelor's degree,0,0,0,0,15,85,10,85,10,15,NA,50,15,50,70,100,85,30,85,70,0,1,0,1,Voted for Trump
671,Kansas,0,0,White,73,Some college,0,45,0,0,95,0,90,0,100,70,0,50,60,40,0,70,70,70,70,86,1,1,1,0,Voted for Biden
672,Massachusetts,0,0,Hispanic,29,Graduate degree,0,40,0,0,90,0,90,0,99,85,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
673,Wisconsin,1,0,NA,80,Some college,0,0,0,0,50,70,50,85,60,30,70,15,15,50,50,70,70,NA,100,40,0,1,0,1,Voted for Trump
674,Georgia,0,0,Hispanic,NA,Bachelor's degree,1,40,0,0,0,85,0,70,0,0,70,30,0,15,70,100,60,40,85,50,0,1,0,1,Voted for Trump
675,California,1,0,White,NA,Graduate degree,1,NA,0,1,60,0,70,15,70,60,0,60,85,85,30,40,40,60,40,85,0,1,1,0,Voted for Biden
676,NA,0,0,White,54,Some college,1,42,0,0,60,50,50,60,60,50,NA,50,60,30,40,50,30,40,60,70,0,0,NA,NA,Did not vote
677,Texas,0,0,White,NA,Bachelor's degree,1,50,1,0,15,75,15,80,20,20,70,40,30,50,30,85,70,30,85,70,0,1,0,1,Voted for Trump
678,Virginia,0,0,Black,43,Some college,0,8,0,0,100,15,70,0,100,100,60,50,85,100,100,85,100,100,100,100,0,1,NA,NA,Voted for third party
679,Mississippi,1,0,White,80,Less than high school,0,0,0,0,30,85,15,85,30,15,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
680,Illinois,1,0,White,55,Bachelor's degree,0,4,0,0,70,15,75,40,75,60,40,80,65,50,70,30,40,30,70,85,0,1,1,0,Voted for Biden
681,Michigan,1,0,White,51,Graduate degree,0,60,0,0,100,0,100,0,100,100,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
682,South Carolina,0,0,Black,46,Some college,1,40,0,0,85,0,85,0,100,85,15,50,50,50,15,50,40,40,30,60,0,0,NA,NA,Did not vote
683,Arkansas,1,0,White,38,Graduate degree,1,40,0,0,NA,85,0,100,15,0,80,50,50,50,50,85,75,40,98,50,0,1,0,1,Voted for Trump
684,North Carolina,1,0,White,62,Graduate degree,0,0,0,0,70,0,85,0,100,60,15,85,60,50,15,40,60,30,50,85,0,1,1,0,Voted for Biden
685,Arkansas,0,0,White,60,Some college,1,48,1,0,20,90,15,80,35,2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
686,Michigan,0,0,Black,43,High school,0,0,0,0,100,0,85,0,100,85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
687,Florida,0,0,Hispanic,72,Some college,1,40,0,0,40,60,50,50,85,60,70,60,70,50,60,60,100,70,100,100,0,1,1,0,Voted for Biden
688,Texas,1,0,Hispanic,80,High school,0,0,0,0,70,0,70,50,100,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
689,California,1,0,Hispanic,23,Some college,1,40,0,0,100,0,70,60,100,85,85,85,100,30,40,70,70,60,0,70,1,1,NA,NA,Voted for third party
690,Virginia,0,0,White,68,Bachelor's degree,0,40,0,0,40,85,15,70,0,15,60,30,0,0,70,85,85,40,70,85,0,1,0,1,Voted for Trump
691,Kansas,1,0,White,57,Bachelor's degree,1,40,0,0,15,70,15,85,15,15,70,50,50,50,50,100,100,30,100,100,0,1,0,1,Voted for Trump
692,North Carolina,0,0,White,NA,Bachelor's degree,1,45,1,0,30,70,0,70,15,15,60,50,0,30,60,85,85,15,100,70,0,1,0,1,Voted for Trump
693,Massachusetts,0,0,Hispanic,52,Less than high school,0,0,0,0,85,85,10,10,100,85,85,50,50,70,70,50,50,60,70,70,0,0,NA,NA,Did not vote
694,Illinois,1,0,White,69,NA,0,0,0,0,0,100,0,100,0,0,70,0,0,30,40,100,50,15,85,40,0,1,0,1,Voted for Trump
695,Colorado,1,0,White,NA,Some college,1,NA,0,0,40,0,50,50,75,40,40,0,0,50,50,70,70,70,100,100,0,0,NA,NA,Did not vote
696,Texas,0,0,White,39,Bachelor's degree,1,40,0,0,30,60,30,65,15,25,55,40,15,30,50,60,75,30,70,50,0,0,NA,NA,Did not vote
697,Texas,0,0,Asian,72,Bachelor's degree,0,0,0,0,0,85,0,85,0,0,100,70,0,40,60,100,70,50,100,70,0,1,NA,NA,Voted for third party
698,Alabama,1,0,White,27,Some college,1,32,0,0,15,60,30,65,40,20,60,30,15,40,30,70,70,60,70,60,0,1,0,1,Voted for Trump
699,Pennsylvania,1,0,Black,38,Graduate degree,1,40,0,0,70,0,70,50,85,60,40,70,50,60,40,40,40,40,40,50,0,1,NA,NA,Voted for third party
700,New Jersey,0,0,Multiracial,49,Graduate degree,0,30,0,0,100,0,100,15,100,70,0,70,85,50,60,30,50,40,70,100,1,1,1,0,Voted for Biden
701,Georgia,1,0,Black,NA,Less than high school,NA,0,0,0,50,60,50,50,30,30,60,30,40,NA,60,60,50,50,40,40,0,1,0,1,Voted for Trump
702,Florida,1,0,Hispanic,68,Some college,0,0,0,0,50,40,40,50,50,50,50,50,60,60,60,60,100,60,85,100,1,1,0,1,Voted for Trump
703,California,1,0,Asian,40,Bachelor's degree,1,55,0,0,40,15,50,15,70,40,30,35,35,40,50,40,50,50,50,60,0,1,1,0,Voted for Biden
704,New York,0,0,Asian,49,Graduate degree,1,40,0,0,50,60,50,70,85,40,85,60,40,50,70,60,50,50,70,70,0,0,NA,NA,Did not vote
705,Missouri,1,0,White,26,Some college,1,52,1,0,0,100,0,85,15,0,100,50,30,50,70,85,50,50,100,85,0,1,0,1,Voted for Trump
706,California,1,0,Asian,34,Graduate degree,1,40,0,0,80,10,80,50,90,70,30,40,49,50,50,50,50,50,51,85,0,1,1,0,Voted for Biden
707,Florida,0,0,White,51,Some college,1,40,0,0,0,100,0,100,0,0,100,50,50,75,50,50,50,25,100,75,0,1,0,1,Voted for Trump
708,NA,1,0,White,23,High school,0,0,0,0,0,100,0,85,0,0,100,50,50,50,50,50,50,50,100,50,0,0,NA,NA,Did not vote
709,Arizona,1,0,Hispanic,80,Some college,1,25,0,0,90,0,90,40,100,100,30,80,75,90,80,80,90,90,90,90,1,1,1,0,Voted for Biden
710,Missouri,1,0,Multiracial,25,Graduate degree,1,40,0,0,60,15,60,40,85,60,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
711,California,1,0,White,80,Bachelor's degree,0,0,0,0,100,NA,85,0,100,100,0,85,85,100,30,15,70,15,70,100,1,1,1,0,Voted for Biden
712,Kansas,1,0,Multiracial,43,Some college,0,0,0,0,5,86,1,91,40,10,80,1,5,75,50,90,100,25,90,100,0,1,0,1,Voted for Trump
713,Pennsylvania,0,0,White,59,Bachelor's degree,1,40,0,0,0,90,0,85,10,0,95,0,0,40,85,100,50,30,85,60,0,0,NA,NA,Did not vote
714,Maryland,0,0,Black,49,Bachelor's degree,1,40,1,1,85,15,60,15,100,50,0,70,50,70,50,70,75,60,70,80,0,1,1,0,Voted for Biden
715,Ohio,0,0,White,32,Some college,1,40,NA,NA,0,100,0,100,0,0,100,50,0,100,50,100,50,50,100,50,0,1,0,1,Voted for Trump
716,California,1,0,White,69,Bachelor's degree,1,35,0,0,75,0,85,5,90,85,5,95,85,85,70,40,70,70,70,85,1,1,1,0,Voted for Biden
717,Tennessee,1,0,White,80,High school,0,0,0,0,0,75,0,85,5,20,70,15,0,10,55,100,50,35,100,80,0,1,NA,NA,Voted for third party
718,Pennsylvania,1,0,White,45,Less than high school,0,1,0,0,40,15,40,50,70,60,40,20,50,60,30,50,60,50,15,100,0,0,NA,NA,Did not vote
719,Illinois,0,0,Black,43,Bachelor's degree,1,40,0,0,60,0,70,15,85,60,40,70,85,60,40,30,40,40,40,70,0,1,1,0,Voted for Biden
720,NA,1,0,White,69,High school,0,0,0,0,70,70,50,70,85,60,60,7,6,8,3,8,7,5,8,6,0,0,NA,NA,Did not vote
721,Florida,0,0,Multiracial,80,High school,0,0,0,0,0,100,0,70,0,0,100,70,15,60,70,100,85,40,100,70,1,1,0,1,Voted for Trump
722,Indiana,1,0,White,55,Some college,1,30,0,0,50,100,NA,85,60,30,100,50,70,60,30,50,40,50,85,60,0,1,0,1,Voted for Trump
723,South Carolina,1,0,White,75,Graduate degree,0,0,0,1,70,0,85,30,85,60,0,70,70,50,20,40,50,40,50,100,0,1,1,0,Voted for Biden
724,Virginia,0,1,White,60,Some college,1,40,0,0,50,45,40,40,70,30,30,100,100,90,80,100,70,40,100,100,1,1,1,0,Voted for Biden
725,Minnesota,0,0,White,75,Some college,0,0,0,0,70,0,70,30,85,60,30,60,70,70,40,40,40,40,60,85,1,1,NA,NA,Voted for third party
726,NA,0,0,White,69,High school,0,3,1,0,15,85,70,50,85,0,85,30,40,30,50,60,70,50,85,70,0,1,0,1,Voted for Trump
727,California,1,0,White,60,Bachelor's degree,1,80,0,0,0,85,15,85,0,0,85,30,0,100,85,100,70,15,100,85,0,1,0,1,Voted for Trump
728,Massachusetts,1,0,White,59,Some college,1,50,0,0,70,0,85,0,85,85,15,85,85,50,45,30,50,45,55,95,0,1,1,0,Voted for Biden
729,Ohio,1,0,White,26,Bachelor's degree,1,40,0,0,75,0,75,0,75,75,0,100,85,60,50,20,85,70,60,100,1,1,1,0,Voted for Biden
730,Minnesota,1,0,White,64,Some college,0,15,0,0,60,15,85,60,70,60,40,85,75,75,60,40,55,60,85,85,0,1,1,0,Voted for Biden
731,Colorado,1,0,NA,64,Bachelor's degree,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,50,50,50,40,50,50,50,100,50,0,1,NA,NA,Voted for third party
732,Texas,0,0,White,62,Some college,1,40,0,0,0,100,0,100,0,0,100,30,30,50,70,60,100,60,100,100,0,1,0,1,Voted for Trump
733,Georgia,1,0,Black,46,High school,0,0,0,0,85,0,15,0,100,100,0,70,0,10,38,60,15,25,70,50,0,1,1,0,Voted for Biden
734,Oregon,1,0,White,72,Bachelor's degree,1,16,0,0,30,85,15,85,15,0,85,40,0,50,70,100,85,40,85,85,0,1,0,1,Voted for Trump
735,Georgia,0,0,White,53,Bachelor's degree,1,50,0,0,15,90,10,100,10,10,90,40,15,50,60,85,85,40,90,70,0,1,0,1,Voted for Trump
736,Indiana,0,0,White,33,High school,0,0,0,0,0,70,0,85,0,15,60,40,30,70,0,85,70,70,100,85,0,1,0,1,Voted for Trump
737,Pennsylvania,0,0,White,61,High school,0,12,0,0,85,15,60,50,85,40,30,50,50,70,40,50,70,15,85,100,0,1,1,0,Voted for Biden
738,California,1,0,Hispanic,24,Some college,0,0,0,0,65,0,50,0,100,70,30,60,60,85,30,50,50,50,40,70,0,0,NA,NA,Did not vote
739,Pennsylvania,0,0,White,58,Some college,1,40,0,0,30,70,30,70,15,15,60,50,40,85,15,70,50,30,15,60,0,1,0,1,Voted for Trump
740,West Virginia,1,0,White,47,Some college,1,38,0,0,50,0,40,0,60,60,60,50,50,85,40,50,50,50,75,85,0,0,NA,NA,Did not vote
741,New York,0,0,Multiracial,63,Graduate degree,1,40,0,1,60,30,70,70,85,70,50,85,85,70,60,85,85,70,85,100,0,0,NA,NA,Did not vote
742,Maryland,0,0,White,64,Bachelor's degree,0,10,0,0,30,60,15,85,40,0,60,50,40,15,70,70,100,40,100,85,0,1,0,1,Voted for Trump
743,Oklahoma,1,0,White,55,Some college,0,16,0,0,0,40,40,60,70,40,60,50,50,50,30,70,15,15,60,50,0,0,NA,NA,Did not vote
744,Florida,1,0,Black,41,Some college,1,20,0,0,100,0,100,15,100,85,30,85,85,100,60,50,30,60,40,85,0,1,NA,NA,Voted for third party
745,Indiana,1,0,White,68,Some college,0,0,0,0,85,30,85,50,85,85,70,60,70,60,60,60,85,40,70,85,0,1,NA,NA,Voted for third party
746,Virginia,1,0,White,80,Some college,0,0,1,0,40,60,30,60,30,30,70,60,40,30,60,85,85,70,85,85,0,1,0,1,Voted for Trump
747,California,1,1,Hispanic,25,High school,0,0,0,0,30,0,30,0,70,70,0,100,100,100,0,0,50,50,0,100,0,1,1,0,Voted for Biden
748,Texas,1,0,White,66,Graduate degree,1,40,0,0,0,70,30,50,0,0,70,40,0,50,15,60,40,0,70,40,1,1,0,1,Voted for Trump
749,Connecticut,0,0,White,63,Bachelor's degree,0,45,0,0,0,60,15,100,15,15,60,25,35,10,20,85,65,30,75,50,0,1,0,1,Voted for Trump
750,Florida,1,0,Black,34,Some college,1,32,0,0,100,0,NA,0,100,100,0,70,40,70,85,0,85,60,100,100,0,0,NA,NA,Did not vote
751,Texas,0,0,White,55,High school,1,65,0,0,0,100,0,70,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
752,Florida,0,0,White,73,Bachelor's degree,0,0,0,0,0,85,30,85,40,15,80,30,15,60,60,100,70,30,85,85,0,1,0,1,Voted for Trump
753,Oregon,0,0,White,80,Graduate degree,0,0,0,0,40,70,15,100,30,30,70,50,40,45,60,75,45,15,75,75,0,1,0,1,Voted for Trump
754,Oregon,1,0,White,45,Graduate degree,0,0,0,0,40,0,40,0,60,30,0,85,70,85,0,30,70,60,30,100,0,1,1,0,Voted for Biden
755,Connecticut,0,0,White,50,Graduate degree,1,80,0,0,15,85,0,100,40,30,70,50,45,60,40,70,95,30,95,90,0,1,0,1,Voted for Trump
756,Michigan,1,0,White,54,Some college,1,40,0,0,30,70,50,60,70,15,60,85,40,60,60,70,70,30,85,85,0,1,0,1,Voted for Trump
757,Nebraska,0,0,White,70,Some college,0,0,0,0,0,85,0,100,0,0,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
758,Colorado,1,0,White,28,Bachelor's degree,1,50,0,0,50,0,50,0,60,40,0,95,85,45,15,10,80,45,40,85,0,1,NA,NA,Voted for third party
759,Colorado,1,0,White,43,Graduate degree,1,45,0,0,60,60,50,50,80,65,65,60,75,65,60,60,50,50,60,95,0,1,1,0,Voted for Biden
760,New York,0,0,White,76,Some college,0,0,1,0,0,85,0,100,0,0,40,60,0,15,60,100,60,15,100,40,1,1,0,1,Voted for Trump
761,Illinois,0,0,White,39,Bachelor's degree,1,55,0,0,85,0,85,0,100,85,0,85,85,40,70,0,60,15,80,100,1,1,1,0,Voted for Biden
762,Arizona,0,0,White,50,Some college,1,40,0,0,15,85,15,100,60,15,85,30,0,30,70,85,85,40,100,50,1,1,0,1,Voted for Trump
763,New York,1,0,White,74,Bachelor's degree,0,0,0,0,100,0,85,15,100,85,15,85,85,60,40,60,60,30,70,85,1,1,1,0,Voted for Biden
764,Tennessee,1,0,White,27,Bachelor's degree,1,40,0,0,50,70,50,50,60,60,60,40,50,50,50,30,50,40,0,85,0,1,0,1,Voted for Trump
765,California,0,0,White,76,Bachelor's degree,1,20,0,0,NA,60,60,70,60,40,55,60,60,50,40,50,60,50,70,70,0,1,0,1,Voted for Trump
766,Louisiana,0,0,White,33,Less than high school,1,60,1,0,40,100,0,100,40,15,85,85,30,60,70,85,100,50,100,100,0,1,0,1,Voted for Trump
767,New York,0,0,White,56,Graduate degree,1,45,1,0,0,95,5,85,0,15,95,50,35,50,90,95,90,85,85,100,0,1,0,1,Voted for Trump
768,California,0,0,White,71,Some college,1,40,0,0,0,85,0,85,0,0,70,5,0,10,30,99,60,50,90,60,0,0,NA,NA,Did not vote
769,North Dakota,0,0,White,69,Graduate degree,1,60,1,0,15,85,15,100,15,0,85,15,30,50,60,85,85,30,100,85,0,1,0,1,Voted for Trump
770,Kansas,1,0,White,48,Some college,1,20,0,0,0,90,50,50,30,10,85,40,0,70,50,50,50,50,100,60,0,1,0,1,Voted for Trump
771,California,0,1,White,57,Graduate degree,1,37,0,0,70,0,70,0,85,70,0,100,85,85,15,0,15,50,15,100,1,1,1,0,Voted for Biden
772,New York,1,0,White,63,Graduate degree,0,0,0,0,85,9,85,15,100,100,15,100,95,85,5,2,65,20,65,100,0,1,1,0,Voted for Biden
773,Georgia,1,0,Black,80,Some college,0,0,0,0,100,0,100,0,100,70,0,70,50,50,30,85,40,60,60,100,0,1,NA,NA,Voted for third party
774,Colorado,1,0,White,38,Graduate degree,1,40,0,0,90,0,85,0,100,75,10,70,85,65,40,35,55,55,60,70,0,1,1,0,Voted for Biden
775,North Carolina,1,0,White,80,Some college,0,0,0,0,NA,NA,NA,NA,NA,NA,15,85,85,60,15,60,100,85,60,100,1,1,NA,NA,Voted for third party
776,Massachusetts,1,0,White,71,Some college,1,20,0,0,0,100,0,100,0,15,85,0,0,0,70,100,100,60,85,85,0,1,0,1,Voted for Trump
777,NA,1,0,Black,58,High school,0,0,NA,NA,1,80,80,80,80,80,80,100,100,100,100,100,100,100,100,100,0,0,NA,NA,Did not vote
778,Mississippi,1,0,White,66,Some college,1,55,0,0,0,100,NA,100,0,0,70,30,0,50,50,90,70,60,90,60,0,1,0,1,Voted for Trump
779,North Carolina,0,0,White,45,Some college,1,50,0,0,0,100,0,100,0,0,85,50,40,50,50,100,50,50,100,50,0,1,0,1,Voted for Trump
780,Georgia,1,0,Hispanic,31,High school,1,40,0,0,80,0,90,50,100,90,0,50,100,50,25,25,25,25,0,50,0,1,1,0,Voted for Biden
781,South Carolina,1,0,White,49,Some college,1,40,1,0,0,85,0,85,0,0,85,50,0,50,50,100,85,15,100,50,0,1,0,1,Voted for Trump
782,Ohio,1,0,White,80,High school,0,0,0,1,85,15,85,40,85,60,15,70,85,70,70,40,60,50,85,100,0,1,1,0,Voted for Biden
783,Minnesota,1,0,White,NA,High school,1,90,0,0,40,85,15,70,15,70,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not vote
784,South Carolina,1,0,White,61,Graduate degree,1,50,0,0,95,0,90,0,100,80,0,90,80,80,30,5,70,40,70,95,1,1,1,0,Voted for Biden
785,Illinois,1,0,White,26,Bachelor's degree,1,45,1,0,0,85,0,90,0,1,80,30,15,60,50,70,50,0,85,60,1,1,0,1,Voted for Trump
786,New York,1,1,Native American,45,Bachelor's degree,1,8,0,0,40,0,20,0,60,0,0,100,60,70,40,0,40,30,30,100,1,1,0,0,Voted for third party
787,NA,1,0,White,32,Graduate degree,1,40,0,0,70,0,70,0,85,70,40,70,70,50,40,40,60,50,85,100,0,1,1,0,Voted for Biden
788,New Jersey,1,0,Asian,51,Graduate degree,1,40,0,0,75,0,60,0,85,70,5,60,50,50,40,30,70,40,35,90,0,1,1,0,Voted for Biden
789,Wisconsin,1,0,White,35,Bachelor's degree,1,15,0,0,15,90,0,90,35,15,80,50,25,30,75,95,80,60,95,50,0,1,0,1,Voted for Trump
790,NA,0,0,White,56,Bachelor's degree,1,40,0,0,40,60,30,60,60,30,70,50,30,50,100,60,50,50,85,100,0,1,0,1,Voted for Trump
791,Illinois,0,0,White,46,Bachelor's degree,0,50,0,0,40,1,45,25,60,45,25,50,51,55,50,49,55,25,40,60,0,1,1,0,Voted for Biden
